week,location,average_price
14-03-2015,Kolkata,94.69 (NS)
14-03-2015,Guwahati,104.98 (NS)
14-03-2015,Siliguri,77.08 (NS)
14-03-2015,Jalpaiguri,NS(NS)
14-03-2015,mjunction,
14-03-2015,Cochin,98.76 (108.24)
14-03-2015,Coonoor,78.34 (81.50)
14-03-2015,Coimbatore,79.38 (85.75)
07-03-2015,Kolkata,86.73(112.86)
07-03-2015,Guwahati,109.92(109.50)
07-03-2015,Siliguri,NS(95.07)
07-03-2015,Jalpaiguri,NS(NS)
07-03-2015,mjunction,
07-03-2015,Cochin,98.44(108.92)
07-03-2015,Coonoor,79.91(82.90)
07-03-2015,Coimbatore,80.69(87.80)
28-02-2015,Kolkata,96.04(NS)
28-02-2015,Guwahati,104.10(NS)
28-02-2015,Siliguri,82.23(NS)
28-02-2015,Jalpaiguri,NS(NS)
28-02-2015,mjunction,
28-02-2015,Cochin,101.85(108.81)
28-02-2015,Coonoor,79.05(83.28)
28-02-2015,Coimbatore,80.76(91.05)
21-02-2015,Kolkata,111.80(115.00)
21-02-2015,Guwahati,102.70(115.07)
21-02-2015,Siliguri,88.67(95.62)
21-02-2015,Jalpaiguri,NS(NS)
21-02-2015,mjunction,
21-02-2015,Cochin,102.41(111.82)
21-02-2015,Coonoor,79.25(83.88)
21-02-2015,Coimbatore,80.05(91.78)
14-02-2015,Kolkata,122.72(116.50)
14-02-2015,Guwahati,101.12(110.58)
14-02-2015,Siliguri,97.64(98.58)
14-02-2015,Jalpaiguri,NS(NS)
14-02-2015,mjunction,
14-02-2015,Cochin,103.51(112.37)
14-02-2015,Coonoor,79.29(86.16)
14-02-2015,Coimbatore,80.83(89.72)
07-02-2015,Kolkata,125.09(120.69)
07-02-2015,Guwahati,100.35(105.05)
07-02-2015,Siliguri,102.42(105.34)
07-02-2015,Jalpaiguri,NS(NS)
07-02-2015,mjunction,
07-02-2015,Cochin,99.81(110.09)
07-02-2015,Coonoor,80.55(85.22)
07-02-2015,Coimbatore,81.73(90.45)
31-01-2015,Kolkata,132.84(120.14)
31-01-2015,Guwahati,105.45(107.46)
31-01-2015,Siliguri,111.55(106.67)
31-01-2015,Jalpaiguri,NS(NS)
31-01-2015,mjunction,
31-01-2015,Cochin,99.69(109.32)
31-01-2015,Coonoor,79.35(84.88)
31-01-2015,Coimbatore,81.07(92.59)
24-01-2015,Kolkata,136.57(125.37)
24-01-2015,Guwahati,108.62(107.90)
24-01-2015,Siliguri,119.21(110.77)
24-01-2015,Jalpaiguri,NS(NS)
24-01-2015,mjunction,
24-01-2015,Cochin,99.08(108.42)
24-01-2015,Coonoor,78.78(83.13)
24-01-2015,Coimbatore,80.23(90.19)
17-01-2015,Kolkata,144.22(130.64)
17-01-2015,Guwahati,122.68(107.93)
17-01-2015,Siliguri,123.11(113.71)
17-01-2015,Jalpaiguri,NS(NS)
17-01-2015,mjunction,
17-01-2015,Cochin,100.05(112.38)
17-01-2015,Coonoor,77.81(82.51)
17-01-2015,Coimbatore,78.66(88.95)
10-01-2015,Kolkata,146.27(136.34)
10-01-2015,Guwahati,113.60(113.41)
10-01-2015,Siliguri,122.51(118.14)
10-01-2015,Jalpaiguri,NS(NS)
10-01-2015,mjunction,
10-01-2015,Cochin,99.65(112.05)
10-01-2015,Coonoor,72.71(79.35)
10-01-2015,Coimbatore,78.36(84.19)
03-01-2015,Kolkata,151.02(145.28)
03-01-2015,Guwahati,119.22(116.98)
03-01-2015,Siliguri,121.55(122.45)
03-01-2015,Jalpaiguri,NS(NS)
03-01-2015,mjunction,
03-01-2015,Cochin,102.77(102.22)
03-01-2015,Coonoor,71.83(77.45)
03-01-2015,Coimbatore,76.45(82.55)
31-12-2016,Kolkata,NS(150.97)
31-12-2016,Guwahati,128.12(125.97)
31-12-2016,Siliguri,126.14(124.80)
31-12-2016,Jalpaiguri,NS(NS)
31-12-2016,mjunction,
31-12-2016,Cochin,NS(111.67)
31-12-2016,Coonoor,NS(NS)
31-12-2016,Coimbatore,NS(88.39)
24-12-2016,Kolkata,157.37(160.32)
24-12-2016,Guwahati,131.52(135.32)
24-12-2016,Siliguri,128.90(128.56)
24-12-2016,Jalpaiguri,NS(NS)
24-12-2016,mjunction,
24-12-2016,Cochin,115.81(NS)
24-12-2016,Coonoor,107.52(84.70)
24-12-2016,Coimbatore,107.30(NS)
17-12-2016,Kolkata,161.22(164.17)
17-12-2016,Guwahati,130.62(134.52)
17-12-2016,Siliguri,128.84(125.55)
17-12-2016,Jalpaiguri,NS(NS)
17-12-2016,mjunction,
17-12-2016,Cochin,113.77(111.67)
17-12-2016,Coonoor,105.86(83.82)
17-12-2016,Coimbatore,104.20(86.82)
17-12-2016,Kolkata,161.22(164.17)
17-12-2016,Guwahati,130.62(134.52)
17-12-2016,Siliguri,128.84(125.55)
17-12-2016,Jalpaiguri,NS(NS)
17-12-2016,mjunction,
17-12-2016,Cochin,113.77(111.67)
17-12-2016,Coonoor,105.86(83.82)
17-12-2016,Coimbatore,104.20(86.82)
10-12-2016,Kolkata,159.70(163.93)
10-12-2016,Guwahati,134.02(133.65)
10-12-2016,Siliguri,125.89(120.70)
10-12-2016,Jalpaiguri,NS(NS)
10-12-2016,mjunction,
10-12-2016,Cochin,113.21(109.58)
10-12-2016,Coonoor,104.65(82.55)
10-12-2016,Coimbatore,103.42(83.93)
03-12-2016,Kolkata,162.27(164.14)
03-12-2016,Guwahati,133.81(137.19)
03-12-2016,Siliguri,126.55(125.47)
03-12-2016,Jalpaiguri,NS(NS)
03-12-2016,mjunction,
03-12-2016,Cochin,114.01(108.43)
03-12-2016,Coonoor,102.73(80.35)
03-12-2016,Coimbatore,101.78(81.15)
26-11-2016,Kolkata,164.35(166.82)
26-11-2016,Guwahati,138.21(145.05)
26-11-2016,Siliguri,128.47(132.17)
26-11-2016,Jalpaiguri,NS(NS)
26-11-2016,mjunction,
26-11-2016,Cochin,114.70(108.56)
26-11-2016,Coonoor,101.13(77.30)
26-11-2016,Coimbatore,101.31(80.70)
19-11-2016,Kolkata,164.10(163.09)
19-11-2016,Guwahati,137.29(142.01)
19-11-2016,Siliguri,124.00(125.17)
19-11-2016,Jalpaiguri,NS(NS)
19-11-2016,mjunction,
19-11-2016,Cochin,115.27(99.34)
19-11-2016,Coonoor,99.37(74.63)
19-11-2016,Coimbatore,101.70(79.82)
12-11-2016,Kolkata,163.55(166.10)
12-11-2016,Guwahati,139.22(147.77)
12-11-2016,Siliguri,130.27(NS)
12-11-2016,Jalpaiguri,NS(NS)
12-11-2016,mjunction,
12-11-2016,Cochin,120.24(98.62)
12-11-2016,Coonoor,100.22(NS)
12-11-2016,Coimbatore,101.42(NS)
05-11-2016,Kolkata,160.73(162.96)
05-11-2016,Guwahati,137.41(141.44)
05-11-2016,Siliguri,132.45(121.91)
05-11-2016,Jalpaiguri,NS(NS)
05-11-2016,mjunction,
05-11-2016,Cochin,116.23(99.32)
05-11-2016,Coonoor,100.19(74.06)
05-11-2016,Coimbatore,100.50(79.33)
29-10-2016,Kolkata,159.27(162.19)
29-10-2016,Guwahati,138.31(140.67)
29-10-2016,Siliguri,129.59(120.13)
29-10-2016,Jalpaiguri,NS(NS)
29-10-2016,mjunction,
29-10-2016,Cochin,116.84(104.49)
29-10-2016,Coonoor,NS(73.77)
29-10-2016,Coimbatore,NS(81.39)
22-10-2016,Kolkata,161.15(NS)
22-10-2016,Guwahati,140.71(NS)
22-10-2016,Siliguri,NS (NS)
22-10-2016,Jalpaiguri,NS(NS)
22-10-2016,mjunction,
22-10-2016,Cochin,116.51(108.64)
22-10-2016,Coonoor,98.75(74.76)
22-10-2016,Coimbatore,99.53(78.08)
15-10-2016,Kolkata,NS(166.09)
15-10-2016,Guwahati,NS(141.20)
15-10-2016,Siliguri,NS(115.19)
15-10-2016,Jalpaiguri,NS(NS)
15-10-2016,mjunction,
15-10-2016,Cochin,114.82(107.84)
15-10-2016,Coonoor,97.27(74.18)
15-10-2016,Coimbatore,102.47(81.16)
08-10-2016,Kolkata,155.68(170.22)
08-10-2016,Guwahati,139.25(141.69)
08-10-2016,Siliguri,127.22(112.72)
08-10-2016,Jalpaiguri,NS(NS)
08-10-2016,mjunction,
08-10-2016,Cochin,116.92(104.10)
08-10-2016,Coonoor,99.14(71.04)
08-10-2016,Coimbatore,100.84(75.51)
01-10-2016,Kolkata,162.03(161.98)
01-10-2016,Guwahati,138.97(145.55)
01-10-2016,Siliguri,130.52(115.23)
01-10-2016,Jalpaiguri,NS(NS)
01-10-2016,mjunction,
01-10-2016,Cochin,115.00(104.21)
01-10-2016,Coonoor,100.40(69.71)
01-10-2016,Coimbatore,100.89(76.08)
24-09-2016,Kolkata,160.50(166.49)
24-09-2016,Guwahati,139.63(146.99)
24-09-2016,Siliguri,129.71(115.23)
24-09-2016,Jalpaiguri,NS(NS)
24-09-2016,mjunction,
24-09-2016,Cochin,117.54(102.68)
24-09-2016,Coonoor,100.99(69.71)
24-09-2016,Coimbatore,100.06(72.51)
17-09-2016,Kolkata,162.58(171.09)
17-09-2016,Guwahati,138.37(144.87)
17-09-2016,Siliguri,129.82(116.21)
17-09-2016,Jalpaiguri,NS(NS)
17-09-2016,mjunction,
17-09-2016,Cochin,NS(99.05)
17-09-2016,Coonoor,101.27(68.21)
17-09-2016,Coimbatore,100.17(72.66)
10-09-2016,Kolkata,163.36(173.65)
10-09-2016,Guwahati,140.32(144.82)
10-09-2016,Siliguri,131.55(118.19)
10-09-2016,Jalpaiguri,NS(86.03)
10-09-2016,mjunction,
10-09-2016,Cochin,118.51(95.97)
10-09-2016,Coonoor,100.15(67.28)
10-09-2016,Coimbatore,99.96(69.90)
09-03-2016,Kolkata,165.61(175.42)
09-03-2016,Guwahati,141.60150.88)
09-03-2016,Siliguri,130.08(120.68)
09-03-2016,Jalpaiguri,NS(103.44)
09-03-2016,mjunction,
09-03-2016,Cochin,121.12(96.78)
09-03-2016,Coonoor,97.48(66.51)
09-03-2016,Coimbatore,97.41(72.36)
27-08-2016,Kolkata,166.83(180.25)
27-08-2016,Guwahati,142.38(153.40)
27-08-2016,Siliguri,127.29(119.17)
27-08-2016,Jalpaiguri,NS(90.28)
27-08-2016,mjunction,
27-08-2016,Cochin,120.04(NS)
27-08-2016,Coonoor,94.63(65.73)
27-08-2016,Coimbatore,96.64(71.53)
20-08-2016,Kolkata,167.57(184.63)
20-08-2016,Guwahati,141.50(152.88)
20-08-2016,Siliguri,125.14(120.75)
20-08-2016,Jalpaiguri,NS(100.84)
20-08-2016,mjunction,
20-08-2016,Cochin,116.63(96.46)
20-08-2016,Coonoor,92.82(65.91)
20-08-2016,Coimbatore,94.11(71.65)
13-08-2016,Kolkata,174.03(180.80)
13-08-2016,Guwahati,143.72(152.82)
13-08-2016,Siliguri,128.79(123.27)
13-08-2016,Jalpaiguri,NS(NS)
13-08-2016,mjunction,
13-08-2016,Cochin,117.70(94.83)
13-08-2016,Coonoor,90.33(65.42)
13-08-2016,Coimbatore,92.09(70.98)
06-08-2016,Kolkata,175.75(179.62)
06-08-2016,Guwahati,144.60(152.66)
06-08-2016,Siliguri,132.32(127.01)
06-08-2016,Jalpaiguri,NS(NS)
06-08-2016,mjunction,
06-08-2016,Cochin,117.26(90.74)
06-08-2016,Coonoor,88.29(65.86)
06-08-2016,Coimbatore,90.94(70.51)
30-07-2016,Kolkata,177.98(185.04)
30-07-2016,Guwahati,146.36(153.82)
30-07-2016,Siliguri,135.79(126.79)
30-07-2016,Jalpaiguri,NS(NS)
30-07-2016,mjunction,
30-07-2016,Cochin,121.14(91.33)
30-07-2016,Coonoor,87.47(65.78)
30-07-2016,Coimbatore,91.47(72.28)
23-07-2016,Kolkata,179.87(188.24)
23-07-2016,Guwahati,150.21(158.17)
23-07-2016,Siliguri,138.38(128.53)
23-07-2016,Jalpaiguri,NS(NS)
23-07-2016,mjunction,
23-07-2016,Cochin,115.50(90.11)
23-07-2016,Coonoor,90.20(66.39)
23-07-2016,Coimbatore,93.63(70.56)
16-07-2016,Kolkata,187.07(187.30)
16-07-2016,Guwahati,154.34(151.78)
16-07-2016,Siliguri,142.89(126.49)
16-07-2016,Jalpaiguri,NS(NS)
16-07-2016,mjunction,
16-07-2016,Cochin,113.63(93.85)
16-07-2016,Coonoor,93.41(66.25)
16-07-2016,Coimbatore,94.87(73.84)
09-07-2016,Kolkata,180.75(175.88)
09-07-2016,Guwahati,156.04(155.38)
09-07-2016,Siliguri,140.11(124.03)
09-07-2016,Jalpaiguri,NS(NS)
09-07-2016,mjunction,
09-07-2016,Cochin,111.72(91.99)
09-07-2016,Coonoor,96.80(69.12)
09-07-2016,Coimbatore,97.43(73.98)
02-07-2016,Kolkata,183.26(176.00)
02-07-2016,Guwahati,155.28(154.13)
02-07-2016,Siliguri,111.33(126.33)
02-07-2016,Jalpaiguri,NS(NS)
02-07-2016,mjunction,
02-07-2016,Cochin,114.75(92.09)
02-07-2016,Coonoor,97.68(69.30)
02-07-2016,Coimbatore,99.14(72.91)
25-06-2016,Kolkata,180.91(182.95)
25-06-2016,Guwahati,153.32(153.65)
25-06-2016,Siliguri,118.13(127.76)
25-06-2016,Jalpaiguri,NS(NS)
25-06-2016,mjunction,
25-06-2016,Cochin,120.76(91.44)
25-06-2016,Coonoor,98.20(68.82)
25-06-2016,Coimbatore,100.32(73.03)
18-06-2016,Kolkata,181.65(176.61)
18-06-2016,Guwahati,153.29(152.31)
18-06-2016,Siliguri,145.44(130.40)
18-06-2016,Jalpaiguri,NS(NS)
18-06-2016,mjunction,
18-06-2016,Cochin,117.84(91.46)
18-06-2016,Coonoor,99.18(66.38)
18-06-2016,Coimbatore,100.68(72.01)
11-06-2016,Kolkata,171.84(168.20)
11-06-2016,Guwahati,150.41(151.38)
11-06-2016,Siliguri,142.79(130.51)
11-06-2016,Jalpaiguri,NS(NS)
11-06-2016,mjunction,
11-06-2016,Cochin,118.83(92.73)
11-06-2016,Coonoor,99.44(64.05)
11-06-2016,Coimbatore,102.44(69.16)
04-06-2016,Kolkata,159.29(164.97)
04-06-2016,Guwahati,146.72(149.28)
04-06-2016,Siliguri,144.44(133.00)
04-06-2016,Jalpaiguri,NS(NS)
04-06-2016,mjunction,
04-06-2016,Cochin,114.51(93.58)
04-06-2016,Coonoor,98.39(63.90)
04-06-2016,Coimbatore,101.07(70.70)
28-05-2016,Kolkata,159.45(168.90)
28-05-2016,Guwahati,133.93(144.55)
28-05-2016,Siliguri,141.03(135.62)
28-05-2016,Jalpaiguri,NS(NS)
28-05-2016,mjunction,
28-05-2016,Cochin,117.50(95.78)
28-05-2016,Coonoor,97.92(63.04)
28-05-2016,Coimbatore,100.21(70.54)
21-05-2016,Kolkata,161.59(159.95)
21-05-2016,Guwahati,129.56(145.98)
21-05-2016,Siliguri,142.38(136.32)
21-05-2016,Jalpaiguri,NS(NS)
21-05-2016,mjunction,
21-05-2016,Cochin,116.75(94.74)
21-05-2016,Coonoor,96.62(66.01)
21-05-2016,Coimbatore,100.11(71.39)
14-05-2016,Kolkata,164.41(171.11)
14-05-2016,Guwahati,136.34(143.62)
14-05-2016,Siliguri,136.63(129.71)
14-05-2016,Jalpaiguri,NS(NS)
14-05-2016,mjunction,
14-05-2016,Cochin,118.30(94.59)
14-05-2016,Coonoor,97.51(69.31)
14-05-2016,Coimbatore,102.33(73.60)
07-05-2016,Kolkata,165.89(164.59)
07-05-2016,Guwahati,133.57(149.15)
07-05-2016,Siliguri,131.53(130.77)
07-05-2016,Jalpaiguri,NS(NS)
07-05-2016,mjunction,
07-05-2016,Cochin,115.17(96.47)
07-05-2016,Coonoor,97.23(72.33)
07-05-2016,Coimbatore,103.28(78.41)
30-04-2016,Kolkata,170.19(163.28)
30-04-2016,Guwahati,140.08(148.46)
30-04-2016,Siliguri,130.81(133.33)
30-04-2016,Jalpaiguri,NS(NS)
30-04-2016,mjunction,
30-04-2016,Cochin,113.16(97.86)
30-04-2016,Coonoor,96.63(74.38)
30-04-2016,Coimbatore,100.93(77.80)
23-04-2016,Kolkata,175.47(175.14)
23-04-2016,Guwahati,146.74(121.14)
23-04-2016,Siliguri,135.71(139.30)
23-04-2016,Jalpaiguri,NS(NS)
23-04-2016,mjunction,
23-04-2016,Cochin,114.47(101.11)
23-04-2016,Coonoor,94.17(76.58)
23-04-2016,Coimbatore,99.80(78.71)
16-04-2016,Kolkata,177.05(115.72)
16-04-2016,Guwahati,154.51(157.02)
16-04-2016,Siliguri,146.80(140.50)
16-04-2016,Jalpaiguri,NS(NS)
16-04-2016,mjunction,
16-04-2016,Cochin,116.35(102.84)
16-04-2016,Coonoor,94.93(77.90)
16-04-2016,Coimbatore,99.97(77.82)
09-04-2016,Kolkata,144.87(109.22)
09-04-2016,Guwahati,170.60(138.56)
09-04-2016,Siliguri,160.00(137.20)
09-04-2016,Jalpaiguri,NS(NS)
09-04-2016,mjunction,
09-04-2016,Cochin,118.45(102.91)
09-04-2016,Coonoor,94.80(77.73)
09-04-2016,Coimbatore,100.48(79.26)
02-04-2016,Kolkata,NS(NS)
02-04-2016,Guwahati,119.23(91.65)
02-04-2016,Siliguri,140.78(122.70)
02-04-2016,Jalpaiguri,NS(NS)
02-04-2016,mjunction,
02-04-2016,Cochin,118.09(NS)
02-04-2016,Coonoor,92.39(78.46)
02-04-2016,Coimbatore,97.71(80.07)
26-03-2016,Kolkata,NS(85.53)
26-03-2016,Guwahati,NS(NS)
26-03-2016,Siliguri,NS(125.35)
26-03-2016,Jalpaiguri,NS(NS)
26-03-2016,mjunction,
26-03-2016,Cochin,NS(100.60)
26-03-2016,Coonoor,91.30(79.01)
26-03-2016,Coimbatore,96.34(80.45)
19-03-2016,Kolkata,118.28(NS)
19-03-2016,Guwahati,NS(NS)
19-03-2016,Siliguri,NS(78.45)
19-03-2016,Jalpaiguri,NS(NS)
19-03-2016,mjunction,
19-03-2016,Cochin,113.13(97.45)
19-03-2016,Coonoor,92.08(79.54)
19-03-2016,Coimbatore,95.91(79.56)
12-03-2016,Kolkata,NS(94.69)
12-03-2016,Guwahati,105.38(104.98)
12-03-2016,Siliguri,NS(77.08)
12-03-2016,Jalpaiguri,NS(NS)
12-03-2016,mjunction,
12-03-2016,Cochin,109.27(98.76)
12-03-2016,Coonoor,94.73(78.34)
12-03-2016,Coimbatore,94.54(79.38)
05-03-2016,Kolkata,NS(86.73)
05-03-2016,Guwahati,NS(100.98)
05-03-2016,Siliguri,102.43(NS)
05-03-2016,Jalpaiguri,NS(NS)
05-03-2016,mjunction,
05-03-2016,Cochin,111.94(98.44)
05-03-2016,Coonoor,100.50(79.91)
05-03-2016,Coimbatore,97.69(80.69)
27-02-2016,Kolkata,109.77(96.04)
27-02-2016,Guwahati,108.51(104.10)
27-02-2016,Siliguri,NS(82.23)
27-02-2016,Jalpaiguri,NS(NS)
27-02-2016,mjunction,
27-02-2016,Cochin,116.29(101.85)
27-02-2016,Coonoor,106.78(79.05)
27-02-2016,Coimbatore,103.11(80.76)
20-02-2016,Kolkata,119.41(111.80)
20-02-2016,Guwahati,108.34(102.70)
20-02-2016,Siliguri,104.43(88.67)
20-02-2016,Jalpaiguri,NS(NS)
20-02-2016,mjunction,
20-02-2016,Cochin,121.16(102.41)
20-02-2016,Coonoor,110.20(79.25)
20-02-2016,Coimbatore,105.01(80.05)
13-02-2016,Kolkata,123.87(122.72)
13-02-2016,Guwahati,113.39(101.12)
13-02-2016,Siliguri,101.94(97.64)
13-02-2016,Jalpaiguri,NS(NS)
13-02-2016,mjunction,
13-02-2016,Cochin,123.63(103.51)
13-02-2016,Coonoor,110.58(79.29)
13-02-2016,Coimbatore,105.38(80.83)
06-02-2016,Kolkata,123.33(125.09)
06-02-2016,Guwahati,113.10(100.35)
06-02-2016,Siliguri,105.48(102.42)
06-02-2016,Jalpaiguri,NS(NS)
06-02-2016,mjunction,
06-02-2016,Cochin,125.89(99.81)
06-02-2016,Coonoor,104.68(80.55)
06-02-2016,Coimbatore,103.48(81.73)
30-01-2016,Kolkata,123.07(132.84)
30-01-2016,Guwahati,115.74(105.44)
30-01-2016,Siliguri,110.25(111.55)
30-01-2016,Jalpaiguri,NS(NS)
30-01-2016,mjunction,
30-01-2016,Cochin,123.81(99.69)
30-01-2016,Coonoor,102.88(79.35)
30-01-2016,Coimbatore,100.84(81.07)
23-01-2016,Kolkata,134.99(136.57)
23-01-2016,Guwahati,115.43(108.62)
23-01-2016,Siliguri,116.50(119.21)
23-01-2016,Jalpaiguri,NS(NS)
23-01-2016,mjunction,
23-01-2016,Cochin,122.57(99.08)
23-01-2016,Coonoor,97.05(78.78)
23-01-2016,Coimbatore,97.63(80.23)
16-01-2016,Kolkata,142.78(144.22)
16-01-2016,Guwahati,128.72(122.68)
16-01-2016,Siliguri,119.06(123.11)
16-01-2016,Jalpaiguri,NS(NS)
16-01-2016,mjunction,
16-01-2016,Cochin,122.63(100.05)
16-01-2016,Coonoor,95.14(77.81)
16-01-2016,Coimbatore,94.59(78.66)
09-01-2016,Kolkata,149.74(146.27)
09-01-2016,Guwahati,129.21(113.60)
09-01-2016,Siliguri,124.25(122.51)
09-01-2016,Jalpaiguri,NS(NS)
09-01-2016,mjunction,
09-01-2016,Cochin,116.16(99.65)
09-01-2016,Coonoor,90.39(72.71)
09-01-2016,Coimbatore,91.43(78.36)
02-01-2016,Kolkata,150.97(151.02)
02-01-2016,Guwahati,125.97(119.21)
02-01-2016,Siliguri,124.80(121.53)
02-01-2016,Jalpaiguri,NS(NS)
02-01-2016,mjunction,
02-01-2016,Cochin,111.67(102.77)
02-01-2016,Coonoor,NS(71.83)
02-01-2016,Coimbatore,88.39(76.45)
30-12-2017,Kolkata,154.45(NS)
30-12-2017,Guwahati,137.07(128.12)
30-12-2017,Siliguri,131.80(126.14)
30-12-2017,Jalpaiguri,NS(NS)
30-12-2017,mjunction,
30-12-2017,Cochin,NS(NS)
30-12-2017,Coonoor,NS(NS)
30-12-2017,Coimbatore,NS(NS)
23-12-2017,Kolkata,154.59(157.37)
23-12-2017,Guwahati,140.05(131.52)
23-12-2017,Siliguri,131.39(128.90)
23-12-2017,Jalpaiguri,NS(NS)
23-12-2017,mjunction,
23-12-2017,Cochin,114.04(115.81)
23-12-2017,Coonoor,84.21(107.52)
23-12-2017,Coimbatore,92.70(107.30)
16-12-2017,Kolkata,161.44(161.22)
16-12-2017,Guwahati,140.74(130.62)
16-12-2017,Siliguri,129.80(128.84)
16-12-2017,Jalpaiguri,NS(NS)
16-12-2017,mjunction,
16-12-2017,Cochin,112.90(113.77)
16-12-2017,Coonoor,82.19(105.86)
16-12-2017,Coimbatore,90.66(104.20)
09-12-2017,Kolkata,166.25(159.70)
09-12-2017,Guwahati,140.20(134.02)
09-12-2017,Siliguri,128.04(125.89)
09-12-2017,Jalpaiguri,NS(NS)
09-12-2017,mjunction,
09-12-2017,Cochin,112.68(113.21)
09-12-2017,Coonoor,78.38(104.65)
09-12-2017,Coimbatore,90.16(103.42)
02-12-2017,Kolkata,165.46(162.27)
02-12-2017,Guwahati,142.71(133.81)
02-12-2017,Siliguri,131.48(126.55)
02-12-2017,Jalpaiguri,NS(NS)
02-12-2017,mjunction,
02-12-2017,Cochin,113.35(114.01)
02-12-2017,Coonoor,75.22(102.73)
02-12-2017,Coimbatore,89.75(101.78)
25-11-2017,Kolkata,168.06(164.35)
25-11-2017,Guwahati,143.87(138.21)
25-11-2017,Siliguri,133.57(128.47)
25-11-2017,Jalpaiguri,NS(NS)
25-11-2017,mjunction,
25-11-2017,Cochin,115.10(114.70)
25-11-2017,Coonoor,75.90(101.13)
25-11-2017,Coimbatore,92.03(101.31)
18-11-2017,Kolkata,169.25(164.10)
18-11-2017,Guwahati,142.35(137.28)
18-11-2017,Siliguri,133.28(124.00)
18-11-2017,Jalpaiguri,NS(NS)
18-11-2017,mjunction,
18-11-2017,Cochin,113.61(115.27)
18-11-2017,Coonoor,77.00(99.37)
18-11-2017,Coimbatore,90.40(101.70)
11-11-2017,Kolkata,173.52(163.55)
11-11-2017,Guwahati,144.60(139.22)
11-11-2017,Siliguri,131.15(130.27)
11-11-2017,Jalpaiguri,NS(NS)
11-11-2017,mjunction,
11-11-2017,Cochin,113.06(120.24)
11-11-2017,Coonoor,78.51(100.22)
11-11-2017,Coimbatore,93.47(100.42)
04-11-2017,Kolkata,167.41(160.73)
04-11-2017,Guwahati,148.13(137.41)
04-11-2017,Siliguri,128.44(132.45)
04-11-2017,Jalpaiguri,NS(NS)
04-11-2017,mjunction,
04-11-2017,Cochin,113.44(116.23)
04-11-2017,Coonoor,79.59(100.19)
04-11-2017,Coimbatore,92.79(100.50)
28-10-2017,Kolkata,170.93(159.27)
28-10-2017,Guwahati,152.32(138.31)
28-10-2017,Siliguri,129.02(129.59)
28-10-2017,Jalpaiguri,NS(NS)
28-10-2017,mjunction,
28-10-2017,Cochin,112.29(116.51)
28-10-2017,Coonoor,81.85(NS)
28-10-2017,Coimbatore,90.55(NS)
21-10-2017,Kolkata,170.10(161.15)
21-10-2017,Guwahati,149.13(140.71)
21-10-2017,Siliguri,132.99(NS)
21-10-2017,Jalpaiguri,NS(NS)
21-10-2017,mjunction,
21-10-2017,Cochin,114.11(116.51)
21-10-2017,Coonoor,NS(98.75)
21-10-2017,Coimbatore,NS(99.53)
14-10-2017,Kolkata,168.59(NS)
14-10-2017,Guwahati,153.90(NS)
14-10-2017,Siliguri,128.37(NS)
14-10-2017,Jalpaiguri,NS(NS)
14-10-2017,mjunction,
14-10-2017,Cochin,115.07(114.82)
14-10-2017,Coonoor,82.12(97.27)
14-10-2017,Coimbatore,88.81(102.47)
07-10-2017,Kolkata,176.15(155.68)
07-10-2017,Guwahati,151.47(139.25)
07-10-2017,Siliguri,127.21(127.22)
07-10-2017,Jalpaiguri,NS(NS)
07-10-2017,mjunction,
07-10-2017,Cochin,113.57(116.92)
07-10-2017,Coonoor,80.84(99.14)
07-10-2017,Coimbatore,90.32(100.84)
30-09-2017,Kolkata,NS(162.03)
30-09-2017,Guwahati,NS(138.97)
30-09-2017,Siliguri,NS(130.52)
30-09-2017,Jalpaiguri,NS(NS)
30-09-2017,mjunction,
30-09-2017,Cochin,111.73(115.00)
30-09-2017,Coonoor,80.26(100.40)
30-09-2017,Coimbatore,84.59(100.89)
23-09-2017,Kolkata,170.80(160.50)
23-09-2017,Guwahati,154.15(139.63)
23-09-2017,Siliguri,127.38(129.71)
23-09-2017,Jalpaiguri,NS(NS)
23-09-2017,mjunction,
23-09-2017,Cochin,114.37(117.54)
23-09-2017,Coonoor,78.04(100.99)
23-09-2017,Coimbatore,83.36(100.06)
16-09-2017,Kolkata,165.43(162.58)
16-09-2017,Guwahati,149.92(138.37)
16-09-2017,Siliguri,126.74(129.82)
16-09-2017,Jalpaiguri,NS(NS)
16-09-2017,mjunction,
16-09-2017,Cochin,109.98(NS)
16-09-2017,Coonoor,72.15(101.27)
16-09-2017,Coimbatore,80.99(100.17)
09-09-2017,Kolkata,171.23(163.36)
09-09-2017,Guwahati,148.41(140.32)
09-09-2017,Siliguri,124.18(131.55)
09-09-2017,Jalpaiguri,NS(NS)
09-09-2017,mjunction,
09-09-2017,Cochin,NS(118.51)
09-09-2017,Coonoor,69.03(100.15)
09-09-2017,Coimbatore,78.53(99.96)
02-09-2017,Kolkata,167.65(165.61)
02-09-2017,Guwahati,150.34(141.60)
02-09-2017,Siliguri,124.67(130.08)
02-09-2017,Jalpaiguri,NS(NS)
02-09-2017,mjunction,
02-09-2017,Cochin,112.38(121.12)
02-09-2017,Coonoor,65.64(97.48)
02-09-2017,Coimbatore,82.30(97.41)
12-08-2017,Kolkata,179.36(174.03)
12-08-2017,Guwahati,156.91(143.72)
12-08-2017,Siliguri,124.33(128.79)
12-08-2017,Jalpaiguri,NS(NS)
12-08-2017,mjunction,
